Gene,SYMBOL,Sample1,Sample2,Sample3,Sample4,Sample5,Sample6,Sample7,Sample8,Sample9,Sample10,Sample11,Sample12
g102,SLC16A7,1.962824225,2.076084788,0.854112447,3.403811229,2.495430483,3.82135162,1.060695298,0.689420061,3.606508195,1.334114919,-1.403099412,1.742670452
g1020,g1020,2.665794015,-0.368204137,2.110258934,1.94210176,1.853164403,1.542711881,2.954576139,1.783324332,1.833957333,0.816863331,3.667715665,2.927054401
g10200,g10200,-1.199007279,0.597418774,1.492233115,-1.207472697,-0.447668535,-0.024253974,3.586921134,-0.612492108,-1.295926769,-0.312660202,-1.507283119,1.029870372
g10201,g10201,-2.750286568,-2.750286568,-2.750286568,-2.750286568,-2.750286568,-2.750286568,-2.750286568,-2.750286568,-2.750286568,-2.750286568,-2.750286568,-2.750286568
g10202,g10202,-2.750286568,2.329720639,1.715886002,-2.750286568,-2.750286568,-2.750286568,1.502677422,-2.750286568,-2.750286568,-0.385890744,-2.750286568,-0.864892521
g10203,RPL31,-2.750286568,-1.362448767,-2.035821832,-2.013709053,-0.814374591,-2.228637874,-2.750286568,-0.867791984,-2.750286568,0.48805354,-0.382813903,1.814595068
g10204,ZBED8,-1.299844164,-0.29565699,1.326860841,1.442029024,0.292287135,-1.279118684,-0.124261055,0.383099128,-0.923863422,1.066727796,0.727246311,-0.151391321
g10205,LRSAM1,4.441525025,4.127172686,5.09211574,5.081979713,3.993970815,1.874550433,4.715242434,-2.293164527,3.62384355,4.534794149,4.361762794,5.374757087
g10206,SMS,2.042259793,2.467466394,1.868213764,2.480067233,3.543291338,2.383134331,3.50992615,1.994399894,2.06101861,3.085637043,3.325051895,3.139861064
g10207,TNC,3.05210028,5.534794602,4.423324302,2.965510892,2.803731284,-0.711507736,4.887171023,2.78461956,2.371455404,2.485517563,3.198982301,3.766734078
g10208,TNR,2.089338115,1.695856502,1.482082663,1.213256296,1.621874058,1.496358088,3.589303996,2.338004378,-0.578119983,-0.716477791,1.002274735,0.592094024
g10209,FIBCD1,0.976462409,-2.750286568,0.665525998,-2.750286568,-2.750286568,-2.750286568,0.026552428,-1.921696311,-2.750286568,-1.453127992,-2.750286568,-2.289556661
g1021,g1021,1.829680353,-2.750286568,0.303372343,-2.750286568,0.680356088,-1.487102585,-2.750286568,-0.692558162,-2.750286568,-0.687652694,0.775858454,1.616723697
g10210,LRSAM1,4.117998179,3.809270215,4.468323563,4.51672083,4.279627997,5.097967864,4.760662063,5.658792711,4.881102995,3.441880149,5.113728933,3.889077142
g10211,SMS,4.16671966,3.177893013,3.537715713,3.886052489,3.413454342,4.017638944,3.071422282,4.401555681,4.102636717,2.369389097,4.491789678,2.893164503
g10212,g10212,1.618927859,3.592304534,0.224098267,0.120501823,2.635577451,-2.750286568,2.157222944,-2.750286568,0.5901432,3.081486576,1.249621403,4.120492522
g10213,g10213,0.68274629,1.476545343,1.147498241,-0.030966688,2.310189373,0.044334315,1.271505078,-0.321733324,-0.500289676,1.378137471,1.137122563,2.876149567
g10214,PABPC4,0.070638453,0.790574265,1.168451465,-2.04950023,1.166743967,0.553047628,1.411342929,0.34456277,-2.750286568,0.948927451,1.548806364,1.304781379
g10215,g10215,1.380058812,2.207832719,2.349714241,0.843271203,2.808993539,1.208502502,1.77643561,1.821694134,0.88241704,1.645416042,1.783856799,3.467389861
g10216,TNR,-2.750286568,-2.750286568,-2.750286568,-1.61466666,-2.750286568,-2.750286568,-2.750286568,-2.750286568,-2.750286568,-2.750286568,-2.750286568,-2.750286568
g10217,CAMK2B,0.287455985,-0.043123193,1.198682126,-1.594441005,0.513380493,-0.610840012,0.388869418,1.458014213,-2.750286568,0.848027348,0.769060397,2.395117151
g10218,CAMK2G,0.699172048,1.352171169,0.261865609,2.443947453,2.894123417,-2.227982606,2.748486495,-2.750286568,0.815153514,2.476830885,1.243289345,3.17373898
g10219,CAMK2G,-2.750286568,-2.750286568,-1.977980179,-2.750286568,1.269852423,-2.750286568,-0.813064715,-1.949624156,-2.750286568,-0.046441607,-2.750286568,1.490916016
g1022,CR2,4.596209978,-1.187669468,1.318680923,1.556961695,4.089037098,1.581886533,1.76943067,-0.141075366,2.924816767,2.463460802,-0.675340693,3.669573308
g10220,NEXN,3.478327541,4.139061612,3.534018381,3.552627118,2.692560428,3.799919129,3.592673824,2.994709532,3.08566543,3.594065845,4.229993313,4.598286186
g10221,dnj-20,5.589298414,4.957534061,5.439253965,5.653068947,5.455929485,5.234480423,5.117836124,5.139917418,5.542717291,4.567192981,5.445999517,4.998227282
g10222,g10222,-2.750286568,-2.750286568,-2.750286568,-2.750286568,-2.750286568,-2.750286568,-2.750286568,-2.750286568,-2.750286568,-2.750286568,-2.750286568,-2.750286568
g10223,GPR107,4.767276165,4.749505836,4.860621312,4.826384566,4.778803011,5.006799423,4.702241793,4.662385052,4.326016874,4.28173285,5.178512532,4.888526856
g10224,RIOK3,5.692728478,5.204234317,5.976416317,6.024684718,6.160761413,5.68320817,5.293743861,5.515049667,5.419108659,4.87823781,6.008349651,5.584241738
g10225,ZCCHC7,4.411090248,3.923891772,4.78036283,5.246331013,4.227349914,4.842732566,4.389762378,4.361803919,4.736201551,3.989923394,4.225829596,4.767546313
g10226,LONP1,4.247179242,4.627002777,4.887244987,4.735695021,4.19039116,3.950737887,4.289687116,4.573675208,4.158439245,3.441117259,4.185788572,4.462273653
g10227,g10227,1.381708043,1.297446808,1.401112472,1.261850411,0.815014054,-0.308195148,-0.592168012,0.810825248,0.675404987,0.359615436,-0.087720095,0.652409556
g10228,g10228,-2.235876214,-1.749098758,1.75282106,-2.750286568,0.444898272,-0.016024338,-1.069255943,-1.245500376,1.323825183,0.039437828,-0.918230142,0.079487788
g10229,g10229,0.513553324,-0.221160948,0.830813437,2.452609966,1.284057675,-0.309531873,0.719933797,-0.090474566,1.24451919,-1.336022834,0.178270119,-1.679532564
g1023,g1023,-2.750286568,-2.750286568,-2.750286568,0.060843475,-2.750286568,-0.57367506,-1.660787963,-2.750286568,-2.750286568,-2.750286568,-2.750286568,-2.750286568
g10230,g10230,2.933433521,1.593866474,0.236359217,-0.505570539,2.407509047,0.20522797,0.714388081,2.967345578,0.734389872,-1.756269896,0.803349962,3.402701405
g10231,g10231,1.313761562,1.046647666,-0.2224357,1.459672821,0.058270033,-1.089349763,-1.029763775,-1.711601292,-2.750286568,0.852124445,-0.503261149,1.690361303
g10232,KLHDC1,4.23450648,4.177488204,4.887594013,4.465946225,3.745923111,3.787692856,2.951860522,4.129079205,4.150956823,3.679162733,3.992201038,3.611347341
g10233,MOB1B,5.230634279,4.393490564,5.1437406,4.952565364,5.330346911,4.975807504,4.973474001,4.828426578,4.740420584,4.631464435,4.317972623,4.937430822
g10234,g10234,-2.750286568,-1.026513215,-1.977149718,2.898985537,0.697577846,1.408857009,-2.750286568,1.04814563,1.610646793,-2.750286568,-0.453047677,0.617787438
g10235,g10235,-2.237476833,-2.750286568,-1.980078237,-1.592684621,-2.750286568,1.015482002,-2.750286568,-1.443962845,-0.123391197,-1.579154298,-2.750286568,-0.795376416
g10236,g10236,-0.111985626,-2.750286568,-0.148230769,-0.53769006,-1.563539376,0.925734674,-2.061028488,-0.886665996,0.236669932,-1.694223246,-0.410323048,-2.750286568
g10237,UPF3B,3.990421317,3.701135978,3.257943323,3.918302658,2.999137131,3.473386104,3.482947862,3.857871984,2.449596268,3.549949602,4.300065099,3.706986676
g10238,FGFR1OP2,3.723034677,4.148282094,3.80500754,3.928592465,3.905213683,3.905888027,3.249629935,3.507096993,3.507806385,3.072719927,3.837260558,3.823078738
g10239,SLC25A1,5.461526651,4.896293989,5.221130442,5.212932803,5.236022747,4.555614704,5.161435711,5.358709847,5.111351671,5.067619997,5.263264202,4.684683144
g1024,g1024,-2.750286568,-2.750286568,-2.750286568,1.043416779,-2.750286568,-2.750286568,-0.077394377,-2.750286568,-2.750286568,1.485280686,-2.750286568,-2.750286568
g10240,SPIDR,3.745099838,2.959439664,3.052369902,2.884098547,3.191104137,3.313148335,3.193138499,3.392121198,2.917586473,2.850097752,3.618066177,3.161179286
g10241,TSEN15,3.707887721,3.0881755,3.130964561,2.93652218,3.060863545,2.887531674,3.496608628,3.171898527,3.740660742,2.828864119,2.865767941,2.983781422
g10242,TXLNB,4.838203961,4.971837677,5.061593385,4.908302532,4.309113787,4.500561046,4.596133077,4.834637154,4.59796938,4.222721155,5.030604061,4.791534497
g10243,TMEM9,2.630429317,2.45869045,2.594657361,2.731821824,2.54220833,2.764012141,2.995192992,1.921725608,1.811613432,0.974525541,3.270230228,2.353122851
g10244,TMEM101,5.277293717,5.062113837,5.081791353,5.418595566,5.432223398,5.004103776,4.869942085,4.96815354,5.236662809,5.095990871,4.601215449,4.708303017
g10245,g10245,1.188930602,0.598595769,1.188321958,3.440343788,2.332296959,3.174117523,1.037462177,-2.750286568,1.79393912,-1.271180857,1.674118001,3.620723559
g10246,PEX19,4.246517862,4.570848754,4.348587493,3.608514924,4.185000351,3.958201683,3.61372349,4.009517485,3.008969031,2.85196463,4.484203501,4.373854326
g10247,ZNF830,2.787398837,2.598241742,3.848557774,2.45144662,2.277194981,2.256215976,1.900999921,1.198743041,1.605878979,2.1901227,2.843719979,2.342842581
g10248,HSD17B7,3.956749519,3.448083777,4.089906639,4.067317005,3.970034547,3.344496394,3.666113402,4.230793278,4.106786001,3.711242321,4.149646199,3.869224953
g10249,P4HA2,5.733347956,5.079126995,5.188062979,5.201962533,4.917306573,5.11081043,5.216177539,4.794849298,4.928194822,4.42366014,5.231664418,5.497320063
