Gene,SYMBOL,logFC,AveExpr,t,P.Value,adj.P.Val,B
g10342,MAD2L1BP,0.140586415,0.818986202,0.332338511,0.744946267,0.952288153,-5.039892231
g10346,g10346,-0.785464961,1.529836893,-1.051170048,0.312381949,0.771075266,-4.845544071
g10347,g10347,-0.080048743,-0.244665042,-0.103060789,0.919492009,0.986905719,-4.921241474
g1035,LTV1,0.273419371,5.520456035,1.19022518,0.255298969,0.730591359,-5.464158493
g10350,KCNJ2,-1.345405239,2.220516688,-1.399864132,0.185028912,0.672834254,-4.580826257
g10353,g10353,0.318414043,-1.459336576,0.183392704,0.857327264,0.975625533,-4.793851097
g10354,g10354,1.710764228,-0.324238588,1.405021963,0.183523253,0.671582063,-4.466686353
g10355,g10355,0.342832086,2.850647243,1.028323979,0.322603507,0.777968408,-5.118752324
g10357,WSCD1,0.088056811,3.221068172,0.406685747,0.690873387,0.937140495,-5.631051808
g10358,g10358,-2.264643584,-0.575029865,-1.464973975,0.166757119,0.656964737,-4.452653563
g1036,g1036,-0.211220158,2.623917718,-0.759336262,0.461237087,0.846807505,-5.264795504
g10361,g10361,0.399635745,5.980794337,1.653614326,0.122204391,0.605286108,-4.917211704
g10362,CD63,-0.097674649,4.166954944,-0.326405628,0.749327224,0.953976594,-5.893876223
g10363,g10363,0.496098287,-0.182761097,0.760181371,0.460749119,0.846807505,-4.774786433
g10364,BIRC6,0.054253102,6.776462983,0.358287012,0.725895555,0.946879018,-6.149271771
g10365,g10365,-1.084199184,-0.469423685,-1.241422055,0.236444121,0.712618868,-4.550026066
g10368,g10368,-1.895356146,0.953326347,-0.902872307,0.383064231,0.807966751,-4.788492939
g10369,g10369,-0.380755985,3.417004212,-1.212591889,0.246922084,0.723673483,-5.092309052
g1037,SLC25A44,-0.336690977,4.478144558,-0.9757823,0.347030857,0.791001484,-5.535040471
g10370,g10370,0.267724759,4.800376341,1.545866384,0.146193224,0.633670289,-4.949869747
g10371,g10371,0.76690712,2.950245127,3.051418949,0.009300822,0.308135107,-2.456146612
g10372,IPP,0.257994774,4.413765871,0.970227824,0.349688448,0.791561379,-5.53188132
g10373,g10373,-0.549780699,0.371262937,-0.504657385,0.622268602,0.911225615,-4.901981709
g10374,NNT,0.139392803,8.574440455,0.743834317,0.470245135,0.848244873,-5.887708679
g10375,C15orf48,2.438128251,5.072136638,4.529139246,0.000570274,0.115225259,-0.009767777
g10376,KLHL12,0.322882502,5.903793907,1.681593864,0.116566078,0.598193236,-4.873801322
g10377,g10377,1.071803722,4.264684241,2.955609381,0.011180073,0.32485161,-2.668189523
g10378,C10orf2,0.343961361,3.94086835,1.024177545,0.324484573,0.778044073,-5.402387421
g10379,KLHL28,0.104587347,1.257873427,0.1282908,0.899887774,0.983436952,-5.237342658
g1038,RYK,-0.405015303,4.487800852,-2.591444573,0.022407507,0.384089415,-3.300561225
g10381,GPR128,-0.350136619,0.638485309,-0.34372976,0.736560704,0.950554553,-5.004135787
g10387,g10387,-0.322513227,4.545141957,-1.188488272,0.255958632,0.730764603,-5.334122293
g10389,SAPCD2,0.05788179,3.495995085,0.162639048,0.87331054,0.978732031,-5.765238969
g1039,SUCLG1,-0.120133439,7.341886462,-1.125052588,0.280966675,0.745234277,-5.58268166
g10390,GPR128,0.115149629,4.659063012,0.680487419,0.508168162,0.866424955,-5.818523784
g10394,GPR112,-1.707586053,-0.134882321,-2.391641967,0.032639583,0.425829888,-3.87900179
g10395,THBD,0.129331962,-0.42249991,0.152851108,0.880869249,0.980126901,-4.879089625
g10402,g10402,-1.661562366,0.761062362,-1.36438624,0.195664242,0.681130601,-4.49453154
g10403,g10403,0.043662773,4.588466363,0.107799591,0.915805272,0.985882689,-6.021173261
g10406,GPR128,0.126820033,2.344554126,0.350730396,0.731424539,0.948424989,-5.433155291
g10413,g10413,-0.118001041,1.634395533,-0.207010163,0.839218185,0.972526904,-5.257607888
g10417,g10417,0.619002257,2.505229005,1.069386943,0.304404114,0.766481062,-5.030928146
g10418,g10418,0.602691475,0.586377881,0.884544688,0.392513315,0.812710952,-4.803766791
g1042,g1042,0.012492289,0.910021059,0.026703176,0.979103183,0.996663544,-5.088856054
g10420,g10420,-0.308134605,1.249830934,-0.67486684,0.511617976,0.867079354,-4.991269
g10422,g10422,0.34279,1.449572735,0.644000893,0.530804714,0.876059664,-5.058460233
g10425,g10425,0.853130635,-0.295585998,1.198989891,0.251990363,0.728176952,-4.573515564
g10426,PTPRE,0.878499474,-1.316013543,0.868349632,0.400993504,0.8161246,-4.667683707
g10427,PTPRE,-0.143387744,2.174463735,-0.401182997,0.694820021,0.937140495,-5.33491462
g10429,g10429,-0.077625668,3.580178385,-0.383000992,0.707925785,0.942177437,-5.732527158
g1043,PRPF39,-0.069430222,6.899325706,-0.491912243,0.631006166,0.915620435,-6.090796721
g10430,g10430,0.049823925,2.780210177,0.157647879,0.877163389,0.978954344,-5.599356647
g10431,g10431,-0.4348092,1.976203494,-0.901251839,0.383893359,0.808653531,-5.03420038
g10432,g10432,-0.058348483,4.917205604,-0.233276848,0.819189558,0.966202545,-6.054293736
g10433,g10433,-1.133679557,-0.258880171,-1.461051966,0.167813265,0.658993771,-4.43951069
g10434,GPR128,0.335258113,2.694269218,0.945880173,0.361508046,0.799358029,-5.172783447
g10435,CHST9,-0.587957582,3.171787182,-0.829569185,0.421796352,0.826650772,-5.380477863
g10437,g10437,-0.424565796,3.411589404,-0.971508736,0.349074305,0.791254464,-5.305944815
g1044,SYCP1,0.274869287,4.256924587,0.534183096,0.602255955,0.905457995,-5.840092021
g10442,g10442,-1.291304455,-0.303326326,-0.888876876,0.390265619,0.812440007,-4.725262751
g10445,g10445,-1.64672659,1.56910393,-3.222946938,0.006688073,0.266339497,-2.589117874
g1045,g1045,1.094712581,0.678339816,2.049095685,0.06125671,0.517273744,-3.956118599
g10455,UST,-0.089665752,2.124736393,-0.306824781,0.763849704,0.957226961,-5.373338498
g10456,g10456,-0.336727861,4.826311424,-0.971273785,0.349186897,0.791254464,-5.586380689
g10457,PNO1,-0.058778803,5.147145249,-0.307780571,0.76313861,0.956991801,-6.069505164
g10458,KIF24,0.080508517,6.318380599,0.291667617,0.775155825,0.959387173,-6.167416022
g10459,g10459,0.118251171,4.402505387,0.321734329,0.752782994,0.954612039,-5.948225114
g1046,MTMR9,0.001896704,5.609510166,0.015503522,0.987866546,0.998367353,-6.16507289
g10460,MGST3,-0.947318852,1.936702292,-0.794137905,0.441411056,0.837378053,-5.130405372
g10463,TMED4,-0.015354494,3.668241351,-0.055603212,0.956505764,0.994387661,-5.826602996
g10464,TMED4,0.652687083,0.838280538,1.184023252,0.257660489,0.731287723,-4.64408143
g10465,TMED4,-0.000578324,3.052660168,-0.001712483,0.998659709,0.999776122,-5.651368817
g10466,g10466,-0.163100951,4.346034671,-0.884124382,0.392731852,0.812710952,-5.605715438
g10467,g10467,0.455880563,4.880468614,0.718646941,0.485111117,0.855054526,-5.83347846
g10468,HAL,-0.165571046,6.22040345,-0.69411569,0.499860326,0.861679264,-5.960871782
g10469,HAL,-0.149493932,4.090962478,-0.746723393,0.46855811,0.847982611,-5.667714183
g1047,45537,0.181880633,7.83315191,1.064706285,0.306439369,0.767260989,-5.630804603
g10470,g10470,0.411246504,1.4105382,0.710508204,0.489975056,0.85854736,-5.019126387
g10476,g10476,1.373357738,-0.425540429,0.953662103,0.357700141,0.796946511,-4.661592719
g10477,g10477,-0.3864464,3.230771649,-0.918411328,0.375175932,0.806820458,-5.330617514
g10481,g10481,-0.67840341,-0.157164448,-1.241702414,0.236343979,0.712618868,-4.554292896
g10485,g10485,0.307894361,4.709590073,0.567968016,0.579761787,0.895747073,-5.89366869
g10487,g10487,0.473854081,0.28489378,0.564860907,0.581812015,0.896457771,-4.908789148
g10488,CSMD1,0.332396782,6.860039698,1.276893917,0.224038581,0.703488194,-5.42203984
g1049,g1049,-0.401605481,2.644590972,-1.080698085,0.299527275,0.762462833,-5.039161954
g10490,g10490,-0.016154722,3.782512843,-0.068674293,0.946296885,0.992241734,-5.84997511
g10491,Pez,0.20116249,6.693635827,1.350340788,0.200011045,0.683812966,-5.33472825
g10492,g10492,0.363878304,5.267000996,1.638548123,0.125338128,0.607934542,-4.885858155
g10494,g10494,1.781793627,3.60926399,2.417165072,0.031117707,0.418799966,-3.42748541
g10496,g10496,2.959344592,1.611212452,2.025728583,0.063886381,0.520296744,-3.98779528
g10497,g10497,2.754385702,-0.087617061,2.030360006,0.06335703,0.520033906,-4.127119712
g10499,g10499,0.818478534,4.968295236,1.845576485,0.087911391,0.550727415,-4.545328133
g1050,g1050,0.186520038,4.575178556,1.298381563,0.216780328,0.69708729,-5.225674502
g10500,TNC,0.284423476,3.450294434,0.352882096,0.729848588,0.947649989,-5.691879666
g10501,g10501,-1.465531405,0.941608658,-1.509943667,0.155042334,0.643864662,-4.395294718
g10502,FIBCD1,0.840687571,3.550101555,0.902261066,0.383376834,0.808296766,-5.362963243
g10503,g10503,0.488298421,3.97150363,1.731547173,0.107066355,0.585598123,-4.561043509
g10505,g10505,-0.054081602,3.125419109,-0.204605279,0.841058007,0.972806512,-5.663008597
g10506,g10506,0.207873064,3.45949765,0.706028268,0.492664882,0.859070429,-5.537344172
g10507,g10507,-0.18791756,2.530741953,-0.398929667,0.696438818,0.937140495,-5.476856443
g10508,g10508,0.023974044,3.577627291,0.096947328,0.924251067,0.987852833,-5.792996845
g10509,HERC1,0.125643956,7.086019724,0.614506445,0.549514823,0.88349656,-6.018924623
g1051,CSE1L,-0.022799592,6.716917737,-0.177440049,0.861905297,0.976874583,-6.199067367
g10510,KATNB1,0.185697978,3.76991322,1.145021563,0.272900856,0.739372638,-5.24467393
g10511,ITLN1,-1.402028624,1.112062796,-1.268235556,0.227017691,0.706805693,-4.604535551
g10513,g10513,-1.416078023,-0.139133656,-0.477277406,0.641110845,0.918765825,-4.891100396
g10514,LAYN,0.263202468,3.602890982,0.393094989,0.700637645,0.938617942,-5.73460776
g10515,g10515,-3.716734454,0.147966789,-2.702896818,0.018131211,0.370813399,-3.670887647
g10516,PDPK1,0.635369538,2.70735025,1.610112962,0.131443653,0.614384758,-4.499015091
g10517,g10517,-0.824181252,2.522479595,-1.922362633,0.076812058,0.539770853,-4.067458927
g10518,CLEC11A,0.680211633,-0.168258989,0.69868491,0.497093062,0.861412463,-4.810149549
g1052,RFX4,0.781196481,2.319512967,0.736961002,0.474273746,0.849961491,-5.289040759
g10520,MBL2,0.317741087,1.812249232,0.563497143,0.582713092,0.896457771,-5.151596641
g10521,g10521,1.414129784,1.04415797,0.733001005,0.476604402,0.850751545,-4.927455948
g10522,g10522,-0.214423074,3.54061755,-0.342492072,0.737470142,0.950666786,-5.726277299
g10523,g10523,-0.04036965,5.003468163,-0.053255183,0.958340541,0.994688529,-6.106241714
g10524,g10524,-2.454141012,-1.557826551,-1.413526188,0.181062902,0.670037236,-4.484572158
g10525,g10525,-1.641869989,0.487708628,-2.660993987,0.019636419,0.372212714,-3.495082182
g10528,TDRD7,0.219035049,1.469914883,0.417216268,0.683347024,0.934526637,-5.173547477
g10529,TDRD7,-0.202624147,2.419294426,-0.393792585,0.70013509,0.938617942,-5.430893789
g1053,GPATCH3,-0.169450927,3.629423046,-1.074417245,0.30222804,0.765156479,-5.277646109
g10530,TDRD7,-0.399749857,1.619629947,-0.57291082,0.576508108,0.894769277,-5.148003403
g10531,TDRD7,0.56438989,1.064039901,0.963375013,0.352987113,0.793057249,-4.81168883
g10532,TDRD7,-0.116244985,2.367075814,-0.268966438,0.792188722,0.961928348,-5.466355508
g10534,g10534,-0.086669836,2.574653616,-0.22135505,0.828264627,0.969535589,-5.508412281
g10535,g10535,0.286586406,1.392493729,0.70125708,0.4955393,0.861030351,-5.00785506
g10536,g10536,-0.482676649,3.134040307,-1.271264847,0.225971818,0.706063897,-4.933368801
g10537,CES2,-0.647843164,4.100259132,-1.377490653,0.191678803,0.677396211,-5.041529603
g10538,STRN,-0.003970778,6.896660972,-0.03517063,0.972479487,0.995620907,-6.21412668
g10539,MBL2,-0.87940882,4.73492722,-0.95679505,0.356175109,0.79561849,-5.586264035
g1054,g1054,-0.027870022,3.848250846,-0.060889587,0.95237589,0.993331963,-5.88651536
g10540,g10540,-0.854268814,-1.01632258,-0.510301144,0.618418304,0.909154549,-4.751402165
g10542,g10542,-0.207986373,2.353813402,-0.312049854,0.759965063,0.95579127,-5.461442631
g10543,g10543,-2.616712701,1.880678106,-1.707738367,0.111505336,0.593321146,-4.235584757
g10545,FKBP3,-0.07178553,6.005348514,-0.391618623,0.701701719,0.93905288,-6.11524623
g10548,BOC,0.192503037,-0.525559527,0.134604758,0.894991846,0.982404959,-4.882551537
g10549,g10549,-0.826382124,0.645231771,-0.821653291,0.426128366,0.829177043,-4.812793921
g1055,g1055,0.232314573,4.312583526,0.854679358,0.408246817,0.820841687,-5.626213582
g10550,g10550,1.153789281,0.799752433,0.969393174,0.350089041,0.792151588,-4.766420927
g10551,GTDC1,-0.595462203,2.237451455,-1.507565038,0.155644028,0.643864662,-4.505927402
g10552,POLR2E,0.242386251,4.365858377,0.907982665,0.380457516,0.807329276,-5.585648375
g10553,g10553,-0.125133125,4.505220034,-0.46967312,0.646390963,0.920780421,-5.896984454
g10554,g10554,-0.647487247,3.386963133,-2.064116163,0.059619604,0.511480356,-3.97147351
g10555,FKBP4,-0.217029374,6.846903825,-1.320248891,0.209589353,0.69072028,-5.370586299
g10556,UQCRH,-0.29090811,4.894974986,-1.151522969,0.270313391,0.737741701,-5.437562894
g10557,DNAJA3,-0.252089531,3.926216675,-1.269792051,0.226479825,0.706390522,-5.14444715
g10558,C14orf119,0.024937538,3.956258333,0.102276151,0.920102639,0.986905719,-5.903997354
g1056,OLFML2A,-0.426379937,5.700883266,-1.279028336,0.223309007,0.703171952,-5.380178579
g10563,g10563,-0.379563978,4.028705172,-1.555345731,0.143931392,0.630810457,-4.816263536
g10564,PIAS3,0.066028718,5.54384087,0.429260103,0.674782092,0.930756894,-6.065544082
g10565,GYS2,0.087245182,5.723393838,0.462000461,0.651738838,0.922751755,-6.067795145
g10566,MORN2,-0.198602397,4.824868803,-0.637583848,0.534844469,0.87810286,-5.876280872
g10567,CFAP69,-0.107465753,7.192172676,-0.333481478,0.744103333,0.951993396,-6.151787729
g10568,msh-5,-0.264196044,2.403733416,-0.413481605,0.686012282,0.935614265,-5.460155569
g10569,SLC2A4,0.07662248,5.463201929,0.527871181,0.606506883,0.906217606,-6.012762645
g1057,PDZD8,-0.429580763,6.27488395,-1.339420339,0.203444958,0.686780318,-5.34032332
g10570,SLC2A4,1.634155363,2.763420271,1.498570019,0.157937332,0.646503091,-4.537773654
g10571,g10571,-0.082002153,4.441428141,-0.457316861,0.655013235,0.923053117,-5.897556065
g10573,g10573,-0.473811271,5.936947747,-1.82274399,0.091480544,0.556447053,-4.67081432
g10574,g10574,-0.523511324,4.677796367,-1.091431117,0.294953832,0.759118514,-5.459592091
g10576,g10576,0.441461487,0.775930549,0.524214802,0.608976219,0.907177415,-4.996886907
g10577,g10577,0.062113498,4.33453613,0.213015558,0.83462816,0.971556813,-5.94614003
g10578,g10578,0.189943921,4.463211205,0.443673219,0.664593984,0.925476272,-5.894499624
g10579,KLKB1,0.971909246,4.096590196,0.988894679,0.340814278,0.789031709,-5.456558525
g1058,g1058,0.787004183,-0.342472282,0.88312339,0.393252646,0.812710952,-4.714745027
g10580,g10580,0.247052529,1.940075427,0.611922194,0.551171378,0.884127241,-5.183991424
g10581,g10581,-0.104155466,0.59763851,-0.167146269,0.869834151,0.97814633,-5.008035494
g10582,g10582,0.592552057,5.962654198,0.857134136,0.406937927,0.820206021,-5.814905054
g10583,g10583,-0.766427252,3.727851855,-1.841331182,0.088565368,0.55154618,-4.36097332
g10585,g10585,-1.207881387,1.871685924,-0.886191083,0.391658072,0.812710952,-4.979371416
g10589,TPST1,-0.243225235,2.256984287,-0.56308384,0.582986317,0.896457771,-5.320883213
g10595,g10595,0.237106878,4.611884732,1.594853778,0.134825191,0.616900257,-4.858257365
g10598,g10598,-0.240219724,1.50815654,-0.486234206,0.63491758,0.917249079,-5.150688121
g10599,TPST1,0.259138165,0.943692496,0.488937131,0.633054191,0.916582754,-5.02186334
g10600,g10600,-0.139825289,2.818357449,-0.145180365,0.886801503,0.980439782,-5.576617595
g10601,g10601,0.137924316,3.064734988,0.246982094,0.808790379,0.965709538,-5.639558341
g10602,g10602,0.066327386,4.055078597,0.150787206,0.882464671,0.980306243,-5.925238379
g10603,TPST1,-0.328879863,1.284087689,-0.554619783,0.588596366,0.898262097,-5.092539754
g10604,TPST1,0.050089426,0.877140496,0.11514735,0.910092833,0.985155304,-5.078020228
g10607,g10607,0.378161257,6.037888592,0.674863117,0.511620266,0.867079354,-5.969334562
g10608,g10608,0.360826617,7.095489703,0.793231034,0.441920675,0.83755689,-5.894688564
g10609,g10609,0.796254404,8.132523032,2.199219902,0.046619833,0.478529806,-4.075862548
g10610,g10610,-0.30421449,7.279886007,-0.766092048,0.45734532,0.84617053,-5.910442269
g10611,g10611,-1.185388421,0.846691995,-1.969879293,0.070598633,0.533866048,-4.020328796
g10613,g10613,0.206934863,4.276020893,0.908518713,0.380184793,0.80705155,-5.57270044
g10614,CYP4V2,0.418367683,2.303259496,0.699341319,0.496696271,0.861412463,-5.250925379
g10615,g10615,0.00346726,-0.300079833,0.002427323,0.998100235,0.999776122,-4.840911603
g10616,g10616,0.355511661,-0.764556792,0.248885478,0.807349077,0.965254217,-4.816589664
g10617,g10617,0.981895389,1.905817844,0.833646079,0.419576561,0.82525292,-4.979163499
g10619,pat-3,0.545796453,7.862062886,3.475796301,0.004115968,0.219956431,-1.855426702
g1062,TDH,-0.495505034,4.957677443,-2.428014131,0.030491608,0.417464175,-3.62287993
g10620,g10620,0.677796431,1.94148559,1.114669729,0.285231453,0.750269893,-4.835309102
g10622,LRRIQ1,0.004775058,4.810636865,0.030246775,0.976330964,0.996269845,-6.072363734
g10623,PNPLA6,0.136874983,4.755377553,0.630653923,0.539226527,0.879742684,-5.858283449
g10624,CMIP,0.110164971,7.052171619,0.718244409,0.485350992,0.8552962,-5.951367178
g10626,g10626,0.304267819,4.703298536,1.195756374,0.253207077,0.729520292,-5.361834618
g10627,g10627,0.089014797,3.120055931,0.26911482,0.792077017,0.961928348,-5.656738838
g10628,TTK,-0.210406848,4.400439663,-1.172005969,0.262284521,0.733675461,-5.332193383
g10629,GALNT2,-0.064791416,5.263469827,-0.381234231,0.709204545,0.942177437,-6.055859939
g1063,g1063,-0.29700405,4.000828942,-1.144557405,0.273086307,0.739630809,-5.292936588
g10630,DGCR6,-0.436117519,2.647989643,-1.849967064,0.087239618,0.549618589,-4.169158952
g10632,MAMDC4,0.766414789,8.893520783,2.295157627,0.039059988,0.456625971,-3.89992527
g10633,ABHD5,0.216674001,2.465237709,0.597507192,0.560461845,0.888017691,-5.361832395
g10634,SLC39A10,-0.240084347,5.349893145,-1.413291091,0.181130548,0.670037236,-5.184406762
g10637,FDPS,-0.118188484,5.353903558,-0.844594075,0.413653704,0.82283102,-5.783653078
g1064,g1064,-0.545321805,1.148044172,-1.008837095,0.331513301,0.782304192,-4.806711234
g10641,g10641,-0.230677268,3.07796813,-0.17588093,0.863105242,0.976874583,-5.75647872
g10642,g10642,0.067864434,5.046888563,0.245537102,0.809885058,0.96589512,-6.079555925
g10643,TMED7,-0.133730124,5.196993631,-0.966529893,0.351465755,0.792592428,-5.659864334
g10644,g10644,-0.337401823,3.617977002,-1.693817839,0.114175289,0.594730046,-4.54510417
g10645,g10645,0.098546704,4.444494717,0.312368743,0.759728199,0.95579127,-5.938652721
g10646,cldn1,-0.312771567,0.054930881,-0.61809309,0.547220274,0.882642753,-4.844936013
g10647,g10647,-0.085889028,1.664203251,-0.071615724,0.944000839,0.991814027,-5.184965746
g10648,SLC3A2,0.41048629,8.919802835,1.835999529,0.0893929,0.552515759,-4.62150337
g10649,LRRC74A,0.224815611,5.040768338,0.797547921,0.43949816,0.837378053,-5.780850447
